Telemetry_ID,Date_ID,Client_ID,Asset_ID,Power_Consumed_kWh,Avg_CPU_Utilization_Pct,Thermal_Reading_C,System_Alerts
2757,20260629,197,5039,454.18,79.9,33.2,
2758,20250822,204,5005,1481.73,81.9,20.9,
2759,20260324,161,5083,999.51,42.0,33.9,
2760,20251107,121,5084,,38.0,32.1,0.0
2761,20251126,218,5085,1390.6,66.2,22.5,
2762,20260107,214,5080,1297.37,81.0,33.4,
2763,20260227,247,5057,1134.27,23.0,22.3,3.0
2764,20250901,215,5006,145.76,50.7,19.5,0.0
2765,20251120,123,5046,1462.21,79.0,25.1,1.0
2766,20250929,228,5018,1437.01,57.0,18.6,3.0
2767,20251022,215,5060,887.05,66.4,22.5,
2768,20260629,181,5093,1080.28,32.2,,
2769,20260218,131,5059,1066.6,16.7,24.3,
2770,20260328,228,5036,1026.03,88.7,25.3,0.0
2771,20260530,291,5002,1116.79,30.5,,1.0
2772,20260527,268,5021,1115.44,59.0,23.9,2.0
2773,20260807,105,5046,234.99,77.2,29.2,0.0
2774,20260523,127,5065,969.36,86.0,30.6,2.0
2775,20251219,204,5065,,50.9,20.4,0.0
2776,20260225,206,5027,451.65,61.8,33.3,0.0
2777,20260203,110,5045,1085.87,,25.0,
2778,20260710,243,5091,266.44,12.8,28.1,3.0
2779,20260209,241,5068,,10.5,30.4,2.0
2780,20251230,101,5050,239.35,40.9,24.3,0.0
2781,20251014,124,5066,686.41,64.5,19.5,1.0
2782,20251204,255,5009,570.8,50.6,29.4,0.0
2783,20251029,259,5023,1399.03,29.5,27.7,0.0
2784,20260703,264,5084,1058.41,37.2,33.0,3.0
2785,20260521,178,5020,199.69,61.6,32.2,1.0
2786,20250831,231,5046,590.75,20.1,33.8,0.0
2787,20260807,244,5084,331.25,71.0,31.9,
2788,20260219,153,5093,1352.84,43.0,27.5,2.0
2789,20260517,268,5073,1150.99,38.8,22.3,0.0
2790,20260810,272,5044,779.84,43.4,26.6,0.0
2791,20260801,217,5059,656.0,79.0,32.1,1.0
2792,20250915,188,5092,1335.19,57.4,20.3,2.0
2793,20260407,194,5018,640.38,26.0,28.2,0.0
2794,20251115,114,5036,624.02,84.5,31.8,0.0
2795,20260604,158,5098,54.18,73.8,31.7,
2796,20260711,217,5085,1477.32,43.4,25.6,
2797,20250830,185,5039,133.29,44.1,28.1,2.0
2798,20260809,244,5051,1087.11,,33.8,0.0
2799,20251029,297,5009,912.56,55.5,30.5,0.0
2800,20260615,259,5083,1405.61,60.7,23.3,
2801,20260528,254,5062,687.96,11.3,21.0,2.0
2802,20251217,222,5049,716.42,89.8,26.1,1.0
2803,20260613,284,5061,626.93,66.3,25.1,
2804,20260615,269,5078,897.62,63.4,30.0,3.0
2805,20251013,194,5085,936.1,37.9,26.3,0.0
2806,20260314,284,5024,375.16,51.3,29.2,1.0
2807,20260601,216,5074,1163.46,82.0,20.1,0.0
2808,20260422,130,5091,1041.49,29.6,25.4,1.0
2809,20260710,125,5065,995.05,71.0,32.4,2.0
2810,20250820,295,5100,1486.47,31.3,33.2,
2811,20260423,269,5085,,21.2,18.1,0.0
2812,20260722,157,5068,1039.82,69.1,20.9,0.0
2813,20260304,101,5034,1228.78,93.5,29.8,
2814,20260304,188,5017,1468.51,71.6,21.2,0.0
2815,20251017,191,5090,157.34,93.8,21.3,
2816,20260806,263,5042,482.88,43.8,20.6,
2817,20260628,175,5076,1304.52,73.5,24.0,1.0
2818,20260206,241,5075,109.27,92.0,24.6,0.0
2819,20251201,234,5045,1420.09,40.8,27.5,0.0
2820,20260205,196,5075,893.96,20.7,20.4,0.0
2821,20250912,280,5080,1435.89,80.9,34.1,0.0
2822,20251103,128,5052,366.35,65.1,30.2,0.0
2823,20251029,112,5009,1418.96,38.0,32.1,2.0
2824,20260218,143,5006,92.3,62.8,21.5,0.0
2825,20250810,227,5004,409.52,24.8,22.3,
2826,20260711,136,5094,1449.77,93.7,20.1,0.0
2827,20251022,284,5021,834.76,10.6,,0.0
2828,20250926,291,5030,450.06,66.7,23.9,0.0
2829,20260429,285,5013,949.13,76.6,32.3,1.0
2830,20260712,205,5086,618.23,,27.8,0.0
2831,20260615,128,5014,,,24.0,
2832,20251206,166,5064,167.68,75.5,33.8,0.0
2833,20250818,257,5087,1309.52,14.7,32.8,0.0
2834,20260312,151,5061,1411.38,79.5,28.7,0.0
2835,20260711,149,5042,658.71,46.1,31.1,
2836,20260520,131,5098,70.29,45.3,32.7,0.0
2837,20260615,201,5030,131.02,81.9,23.8,3.0
2838,20260621,156,5099,638.5,49.1,24.3,0.0
2839,20260727,218,5094,1332.96,57.8,33.3,0.0
2840,20251224,149,5031,1454.82,77.0,26.6,3.0
2841,20260720,284,5014,655.64,,19.0,3.0
2842,20260101,187,5023,1456.08,73.5,33.4,0.0
2843,20250915,128,5094,620.22,63.3,29.0,3.0
2844,20251128,294,5050,1433.37,17.0,26.9,3.0
2845,20250928,207,5097,1321.67,90.5,20.9,
2846,20251006,112,5054,108.84,82.7,18.2,0.0
2847,20260723,263,5009,389.11,10.1,20.7,2.0
2848,20260526,273,5008,621.3,67.2,19.2,0.0
2849,20260727,251,5079,271.81,57.3,24.7,3.0
2850,20260404,132,5033,876.98,21.9,21.5,2.0
2851,20251012,298,5015,1216.06,74.9,18.6,0.0
2852,20260730,216,5005,574.97,55.1,29.3,0.0
2853,20260420,218,5096,137.64,35.8,29.2,
2854,20260715,269,5010,892.76,,21.6,
2855,20260525,251,5057,1179.26,80.7,27.0,1.0
2856,20251030,230,5098,1185.67,63.1,19.8,0.0
2857,20260313,135,5048,,75.0,31.3,0.0
2858,20251013,228,5078,102.46,68.4,20.6,0.0
2859,20251130,102,5081,1449.7,85.6,26.0,3.0
2860,20260418,236,5004,617.7,70.3,25.7,0.0
2861,20250925,289,5023,334.7,57.7,22.1,3.0
2862,20260503,113,5042,493.95,44.4,,0.0
2863,20260723,242,5014,1166.8,20.9,20.1,
2864,20260723,211,5090,1090.06,67.3,25.6,
2865,20251231,250,5058,872.95,28.5,30.3,1.0
2866,20260808,224,5049,,15.2,25.5,0.0
2867,20260729,231,5018,488.34,66.6,25.4,3.0
2868,20250821,300,5082,926.55,55.0,28.4,3.0
2869,20260318,146,5074,292.55,52.0,33.5,1.0
2870,20260713,278,5072,325.17,85.6,31.5,0.0
2871,20260730,249,5026,1277.44,93.2,32.6,0.0
2872,20251029,145,5026,608.74,90.6,27.9,3.0
2873,20260304,288,5033,679.07,30.8,32.4,1.0
2874,20260718,133,5063,1259.33,,31.0,
2875,20250930,127,5057,178.27,82.8,27.1,3.0
2876,20260509,200,5087,1454.55,89.8,25.6,
2877,20251105,269,5037,420.8,92.4,30.0,0.0
2878,20260804,254,5029,1189.45,71.6,30.8,1.0
2879,20251010,256,5026,1014.92,16.0,27.9,3.0
2880,20260630,183,5095,1383.47,21.8,20.6,
2881,20250911,230,5021,1121.32,94.0,27.8,1.0
2882,20260426,199,5056,1414.22,75.6,22.6,0.0
2883,20260331,208,5068,854.47,55.1,,0.0
2884,20260630,256,5025,514.81,21.6,31.4,0.0
2885,20260120,278,5012,1026.58,21.9,21.4,2.0
2886,20251115,296,5075,197.05,44.9,26.3,0.0
2887,20251109,164,5004,796.3,73.8,28.8,2.0
2888,20250903,171,5081,794.2,54.7,26.4,0.0
2889,20251111,202,5086,1335.11,,34.8,1.0
2890,20250918,188,5013,106.97,,32.1,1.0
2891,20250810,176,5027,1115.68,20.3,30.8,3.0
2892,20251229,216,5005,1426.26,42.7,24.9,0.0
2893,20260505,135,5018,911.47,64.2,26.6,0.0
2894,20260730,136,5001,1046.5,63.3,30.1,0.0
2895,20260629,206,5047,192.22,71.0,28.3,1.0
2896,20260206,255,5100,953.02,80.4,32.9,3.0
2897,20251226,280,5053,640.97,23.2,33.5,2.0
2898,20260225,292,5073,977.23,,23.6,
2899,20250916,232,5070,1100.31,75.0,24.9,3.0
2900,20260201,177,5010,1365.79,,25.2,0.0
2901,20260622,280,5044,1081.26,47.1,25.5,0.0
2902,20260405,241,5024,1004.12,30.3,26.5,1.0
2903,20260418,181,5088,877.8,53.1,31.0,2.0
2904,20251008,283,5094,601.39,36.9,18.5,
2905,20250905,289,5094,,63.2,19.3,0.0
2906,20260615,242,5083,861.57,60.2,20.1,1.0
2907,20251125,262,5068,1217.25,45.2,30.1,0.0
2908,20251204,156,5064,1336.67,49.3,31.2,
2909,20260724,152,5025,1094.24,33.3,32.9,0.0
2910,20250906,154,5027,1445.49,81.1,26.2,3.0
2911,20251011,260,5074,458.51,22.5,28.1,1.0
2912,20251225,283,5061,718.35,,23.8,2.0
2913,20260504,175,5065,1439.09,66.6,23.1,0.0
2914,20260226,276,5046,1339.0,70.6,33.6,0.0
2915,20260704,189,5046,1016.73,72.4,27.4,0.0
2916,20250913,273,5080,578.77,66.0,27.1,
2917,20260315,134,5072,391.98,93.1,21.2,0.0
2918,20260322,282,5018,,21.9,19.7,
2919,20260202,267,5009,1426.39,86.5,23.4,0.0
2920,20250821,146,5057,1426.58,,34.5,2.0
2921,20260720,229,5055,100.37,85.4,34.0,0.0
2922,20251009,239,5081,1049.81,78.4,30.4,0.0
2923,20260701,278,5049,162.45,78.4,26.7,3.0
2924,20251006,264,5010,1074.29,87.5,19.8,0.0
2925,20250916,183,5073,580.47,24.9,24.8,
2926,20251024,282,5011,1019.27,85.5,27.2,0.0
2927,20251018,130,5017,774.29,30.4,18.2,0.0
2928,20260422,295,5067,90.58,59.6,22.2,1.0
2929,20260501,191,5039,1471.2,61.4,20.3,3.0
2930,20260504,244,5013,437.26,63.1,19.0,3.0
2931,20251115,223,5016,,37.3,20.0,0.0
2932,20251121,250,5064,1178.62,83.1,28.1,0.0
2933,20251104,247,5030,616.09,89.6,26.5,1.0
2934,20250828,271,5007,1050.25,36.6,32.2,
2935,20260307,282,5077,1028.95,,30.5,
2936,20260613,207,5070,774.1,45.2,28.4,
2937,20251005,273,5043,1204.3,31.9,32.8,1.0
2938,20251220,292,5003,632.0,35.6,34.2,
2939,20260113,237,5029,1082.55,54.2,19.2,0.0
2940,20251125,174,5038,1094.8,74.6,24.0,3.0
2941,20260409,209,5033,1486.03,31.1,31.2,0.0
2942,20260317,104,5050,1096.53,,29.4,0.0
2943,20251022,234,5091,1416.98,63.5,22.1,2.0
2944,20250819,128,5046,,75.2,26.2,0.0
2945,20251011,107,5009,536.48,72.0,33.5,1.0
2946,20251124,198,5021,339.08,47.0,24.1,0.0
2947,20250908,138,5037,1452.23,,22.2,0.0
2948,20260614,114,5010,683.05,92.6,31.8,1.0
2949,20251130,272,5069,868.26,19.9,32.6,0.0
2950,20260102,115,5074,,36.3,27.9,2.0
2951,20260205,152,5031,442.74,92.5,19.4,2.0
2952,20260408,169,5067,610.66,28.8,29.5,0.0
2953,20250912,293,5079,1105.79,46.2,31.2,0.0
2954,20260225,142,5065,1176.54,12.1,18.2,0.0
2955,20251016,174,5040,604.35,70.1,25.1,0.0
2956,20260630,275,5052,1220.0,12.1,21.1,0.0
2957,20251223,165,5080,674.82,57.8,30.2,1.0
2958,20260120,138,5008,1363.62,50.7,24.0,3.0
2959,20251114,116,5070,233.39,81.5,22.9,1.0
2960,20260127,277,5090,306.77,37.0,18.6,2.0
2961,20251031,176,5015,464.05,39.6,20.4,
2962,20251116,153,5075,82.08,67.4,33.5,0.0
2963,20250901,293,5061,1061.72,76.4,29.1,1.0
2964,20260512,239,5034,61.48,14.7,31.8,2.0
2965,20260411,109,5084,531.46,64.4,23.3,0.0
2966,20250910,192,5004,1266.22,43.0,34.2,0.0
2967,20251213,216,5005,946.57,85.5,27.4,
2968,20260224,127,5044,1412.85,76.3,,1.0
2969,20260731,258,5054,786.67,55.1,20.5,2.0
2970,20260313,273,5034,1231.41,89.0,33.7,0.0
2971,20260228,290,5026,318.78,14.4,23.7,2.0
2972,20260613,244,5043,628.7,88.4,28.9,1.0
2973,20260605,158,5098,256.76,59.1,27.4,0.0
2974,20260110,291,5008,1190.46,68.5,29.8,3.0
2975,20260221,266,5018,588.26,11.3,32.8,
2976,20260623,244,5027,,72.0,33.2,0.0
2977,20260130,200,5071,488.03,91.1,34.3,1.0
2978,20260628,161,5094,697.69,91.1,19.7,1.0
2979,20260131,231,5043,,49.8,31.5,
2980,20250907,279,5097,,19.9,22.2,2.0
2981,20260706,174,5085,69.64,,18.7,3.0
2982,20260428,278,5008,1311.67,71.6,25.1,2.0
2983,20260209,271,5031,450.47,43.7,19.1,2.0
2984,20260705,113,5064,397.42,71.6,27.0,
2985,20260529,198,5010,1176.53,28.4,18.6,2.0
2986,20260414,200,5073,903.33,26.2,23.5,2.0
2987,20260325,207,5079,222.06,53.2,26.2,0.0
2988,20250923,276,5090,313.31,,28.4,0.0
2989,20260514,181,5098,227.68,77.7,27.9,2.0
2990,20251012,242,5005,1229.77,24.9,33.7,0.0
2991,20260805,114,5045,126.33,37.2,18.3,0.0
2992,20260731,104,5010,,65.9,20.3,
2993,20260601,291,5054,433.92,60.1,28.5,0.0
2994,20250925,165,5077,839.47,90.9,26.9,1.0
2995,20260111,152,5095,333.35,49.8,18.6,0.0
2996,20260806,259,5079,1199.33,29.3,35.0,2.0
2997,20260116,300,5011,278.25,48.7,26.1,0.0
2998,20260810,214,5071,652.41,87.9,24.0,
2999,20260327,158,5062,218.7,58.6,32.7,0.0
3000,20260611,263,5017,1176.29,61.1,25.2,0.0
3001,20251112,281,5035,1334.89,40.5,24.7,0.0
3002,20260709,282,5093,359.56,51.6,33.9,0.0
3003,20260710,266,5006,1223.91,59.2,18.8,
3004,20250903,195,5014,706.57,74.9,27.1,0.0
3005,20251230,294,5005,648.34,15.7,25.1,0.0
3006,20260102,251,5064,1003.79,91.7,19.6,2.0
3007,20251207,240,5065,713.95,79.4,24.7,0.0
3008,20251119,290,5029,201.16,31.7,33.8,
3009,20260124,255,5084,1365.82,48.4,29.5,2.0
3010,20260625,151,5045,1360.32,,20.8,
3011,20260524,299,5056,93.48,16.2,22.9,3.0
3012,20260326,286,5062,986.14,50.8,25.5,3.0
3013,20260217,150,5039,1109.76,28.4,21.8,0.0
3014,20260110,176,5030,768.74,43.3,34.8,0.0
3015,20260108,215,5003,819.7,88.4,18.9,0.0
3016,20251003,146,5008,566.59,11.0,29.7,
3017,20260313,275,5004,292.17,70.4,25.7,0.0
3018,20260514,120,5100,1401.29,46.2,33.7,
3019,20260719,148,5026,165.13,91.7,30.8,
3020,20260714,145,5069,1108.34,43.4,27.8,
3021,20260303,289,5078,697.62,65.5,21.3,0.0
3022,20250915,232,5049,1378.42,83.3,18.2,
3023,20251122,131,5088,857.62,18.8,33.2,2.0
3024,20260222,197,5088,511.59,23.6,20.6,
3025,20251213,111,5095,353.22,90.6,33.5,
3026,20260107,210,5003,1232.69,34.8,23.8,3.0
3027,20251228,172,5071,1004.02,82.3,31.4,3.0
3028,20260203,243,5062,1121.73,27.4,29.3,1.0
3029,20260320,168,5007,305.52,,21.0,2.0
3030,20250823,134,5050,1339.31,,31.5,0.0
3031,20251118,142,5099,782.95,13.7,26.2,3.0
3032,20251001,250,5049,717.95,43.8,28.8,1.0
3033,20260320,166,5090,437.24,31.2,34.7,2.0
3034,20260420,102,5017,1036.4,73.2,33.9,0.0
3035,20250824,185,5056,1340.93,53.2,26.4,0.0
3036,20260701,220,5090,772.18,22.4,26.7,2.0
3037,20251209,282,5055,213.02,91.9,23.5,0.0
3038,20251104,140,5071,331.29,63.4,29.1,0.0
3039,20260509,111,5018,,94.5,28.6,2.0
3040,20260713,140,5015,,57.5,30.2,0.0
3041,20260704,183,5057,1403.95,53.5,32.3,
3042,20250817,253,5016,1031.22,29.0,28.5,1.0
3043,20260605,114,5079,1052.68,87.3,19.1,0.0
3044,20251128,299,5048,645.84,83.5,20.9,0.0
3045,20251120,261,5046,545.08,77.9,21.9,0.0
3046,20260205,258,5025,1125.86,13.3,20.0,0.0
3047,20260421,270,5044,264.0,50.1,23.6,0.0
3048,20250914,178,5056,1362.16,70.9,21.0,
3049,20260624,226,5008,721.06,54.6,28.1,0.0
3050,20250928,247,5031,241.48,17.1,32.0,
3051,20260801,241,5030,673.46,64.1,20.9,
3052,20260119,192,5012,1038.85,29.5,27.8,2.0
3053,20260608,119,5076,639.77,46.3,29.4,0.0
3054,20251116,282,5002,332.72,40.0,21.0,
3055,20260109,182,5030,54.94,88.2,31.1,
3056,20260403,235,5053,454.05,56.3,22.4,
3057,20251017,157,5096,139.82,22.7,19.9,1.0
3058,20251026,148,5097,1249.75,10.2,28.1,0.0
3059,20260607,234,5069,1391.25,21.4,32.5,1.0
3060,20260508,118,5073,962.48,15.4,22.2,3.0
3061,20260514,230,5006,567.81,48.2,29.6,3.0
3062,20260623,141,5002,271.13,,32.4,1.0
3063,20260606,207,5093,687.03,35.1,23.0,0.0
3064,20260214,240,5032,828.66,56.3,31.1,0.0
3065,20251007,238,5008,85.65,31.5,24.3,0.0
3066,20251201,204,5010,1407.27,67.2,22.0,1.0
3067,20260211,124,5008,521.95,47.1,19.5,0.0
3068,20250928,190,5017,802.76,70.9,27.1,0.0
3069,20260617,157,5057,1476.92,51.7,31.4,0.0
3070,20260627,155,5024,102.73,69.3,24.1,
3071,20250820,270,5037,1385.12,74.8,22.6,3.0
3072,20251019,185,5006,751.58,,27.3,0.0
3073,20260610,185,5041,1039.51,43.6,19.0,3.0
3074,20260612,193,5045,1107.76,15.6,31.8,0.0
3075,20251109,176,5078,145.28,63.1,32.1,0.0
3076,20260124,156,5084,,72.1,27.8,2.0
3077,20260711,293,5032,721.52,40.0,30.5,3.0
3078,20260424,259,5038,1277.69,17.8,22.6,
3079,20251118,236,5017,332.56,,25.3,1.0
3080,20260607,222,5078,666.86,11.6,24.8,1.0
3081,20260210,244,5051,926.11,40.9,34.8,0.0
3082,20260330,293,5062,378.73,16.9,32.2,
3083,20250924,267,5085,881.81,53.6,22.1,2.0
3084,20250821,103,5016,1198.05,62.6,32.3,3.0
3085,20251224,130,5085,,68.5,24.1,
3086,20260315,272,5010,365.54,75.3,28.9,2.0
3087,20251013,189,5010,627.09,,24.2,0.0
3088,20260624,215,5033,1218.88,20.9,18.3,1.0
3089,20260312,162,5070,1056.49,84.6,32.1,0.0
3090,20251216,265,5027,766.85,27.7,23.7,0.0
3091,20251008,258,5064,288.49,14.1,22.1,0.0
3092,20260703,260,5091,100.87,27.8,26.4,0.0
3093,20260511,163,5095,226.35,10.9,18.7,3.0
3094,20260419,111,5046,598.22,48.4,32.9,0.0
3095,20251122,275,5029,551.5,21.0,26.5,0.0
3096,20251229,183,5057,1078.32,37.4,,0.0
3097,20251008,198,5092,801.24,23.1,18.5,2.0
3098,20260307,130,5039,616.61,65.6,27.9,
3099,20260729,199,5047,1364.4,29.6,30.4,1.0
3100,20260619,166,5100,88.84,70.0,20.0,
3101,20260403,239,5071,985.07,26.2,31.4,3.0
3102,20260415,286,5038,884.64,33.1,19.6,2.0
3103,20251116,173,5084,965.19,22.1,32.9,3.0
3104,20260106,107,5032,752.73,,31.5,0.0
3105,20250817,233,5068,406.89,33.3,31.0,3.0
3106,20260522,298,5035,235.34,94.6,34.9,2.0
3107,20260517,196,5041,591.62,38.1,30.0,
3108,20250813,232,5090,942.29,27.4,18.0,
3109,20260709,231,5070,1249.51,,21.3,0.0
3110,20260403,215,5065,,47.0,22.0,0.0
3111,20260318,225,5014,1040.18,58.7,31.7,
3112,20250813,112,5007,1368.84,82.2,24.4,2.0
3113,20251110,176,5045,265.12,57.6,25.2,0.0
3114,20260531,267,5053,268.63,83.5,25.1,
3115,20251129,150,5091,1055.18,,18.3,0.0
3116,20260729,183,5080,1231.29,45.3,18.8,0.0
3117,20260402,232,5063,378.92,43.7,23.3,0.0
3118,20260112,122,5036,943.13,20.5,18.5,0.0
3119,20251225,125,5011,1345.75,81.4,33.1,3.0
3120,20251215,143,5027,,76.7,29.5,
3121,20251110,298,5018,302.74,62.0,34.8,
3122,20260127,238,5067,466.63,81.1,33.6,2.0
3123,20260414,237,5030,,50.1,23.6,
3124,20260607,102,5040,,67.5,18.1,1.0
3125,20260102,261,5095,1251.04,10.8,33.9,0.0
3126,20250916,117,5071,1183.48,27.5,20.8,0.0
3127,20260213,154,5027,371.99,10.1,21.0,2.0
3128,20260409,272,5016,563.36,41.8,34.5,3.0
3129,20260614,262,5048,237.34,87.3,18.9,2.0
3130,20251224,299,5093,,15.5,27.6,
3131,20260403,155,5019,176.31,11.6,19.3,0.0
3132,20260320,276,5005,557.51,18.5,24.6,0.0
3133,20251127,209,5031,100.4,43.2,22.7,0.0
3134,20250918,127,5090,625.79,59.3,30.9,0.0
3135,20250902,153,5057,1365.73,10.4,24.8,0.0
3136,20260806,238,5084,849.28,68.3,33.9,1.0
3137,20260401,280,5098,715.72,34.4,21.9,0.0
3138,20260621,290,5059,791.6,77.0,24.4,0.0
3139,20251113,299,5015,614.18,,23.0,0.0
3140,20260427,212,5003,771.86,12.3,33.4,
3141,20260702,266,5064,1441.43,38.0,34.2,
3142,20251127,119,5005,1158.51,65.8,21.2,3.0
3143,20251003,292,5035,1220.04,51.6,18.1,0.0
3144,20260517,276,5036,1253.16,35.4,26.1,0.0
3145,20260705,140,5076,339.86,59.3,29.7,0.0
3146,20260531,107,5050,105.93,45.1,20.1,2.0
3147,20260530,218,5039,70.53,68.9,31.5,0.0
3148,20260317,284,5011,230.79,53.8,23.0,
3149,20260408,185,5008,624.82,59.8,25.9,0.0
3150,20260416,110,5036,563.62,35.1,30.6,1.0
3151,20260430,123,5079,1275.72,20.1,18.8,2.0
3152,20260406,119,5050,1244.26,10.5,31.0,
3153,20260810,114,5064,852.75,79.5,28.3,
3154,20251112,146,5003,1344.78,,28.8,0.0
3155,20260110,165,5049,859.5,92.0,24.2,1.0
3156,20251230,243,5050,862.32,44.7,27.4,
3157,20250822,119,5057,1444.77,58.7,28.2,0.0
3158,20260426,248,5006,1073.83,69.9,30.1,0.0
3159,20260307,159,5029,1447.3,18.4,18.1,0.0
3160,20251018,167,5027,764.84,71.1,32.1,0.0
3161,20260502,205,5049,1200.95,26.6,31.8,0.0
3162,20251030,200,5024,963.89,38.0,25.0,0.0
3163,20260221,216,5085,1388.41,23.8,,0.0
3164,20260524,262,5056,1154.96,38.2,31.7,
3165,20260707,204,5069,824.49,23.6,28.8,
3166,20260412,211,5007,424.49,30.8,20.7,0.0
3167,20260211,181,5085,633.68,23.8,25.1,0.0
3168,20260615,105,5040,340.44,66.2,21.8,0.0
3169,20260613,200,5005,691.79,93.3,28.2,0.0
3170,20260626,273,5070,430.85,89.5,19.5,
3171,20251015,131,5098,260.47,37.6,31.6,0.0
3172,20250914,237,5045,1470.53,81.2,22.1,0.0
3173,20250925,102,5004,1448.05,26.4,21.1,3.0
3174,20251112,265,5078,1474.12,48.8,19.9,0.0
3175,20260601,285,5097,1474.58,47.8,29.1,0.0
3176,20260516,259,5044,255.37,35.9,18.5,0.0
3177,20251016,117,5034,284.01,,30.0,0.0
3178,20260415,294,5097,1082.5,33.0,31.7,3.0
3179,20251210,291,5076,74.49,14.9,34.5,3.0
3180,20250911,250,5028,203.89,69.5,31.3,
3181,20251218,112,5097,930.77,70.6,24.4,0.0
3182,20260509,280,5004,417.95,52.2,34.9,
3183,20251130,119,5044,273.25,44.4,18.9,0.0
3184,20260525,192,5093,862.31,89.8,25.0,2.0
3185,20251209,229,5080,1022.01,73.4,30.6,2.0
3186,20251113,128,5056,1123.82,67.5,18.4,
3187,20251125,175,5055,273.71,60.6,23.0,0.0
3188,20260617,276,5094,1232.75,14.0,20.8,
3189,20260129,178,5095,1486.68,19.1,21.3,3.0
3190,20260623,256,5097,965.44,19.8,33.0,0.0
3191,20260311,123,5008,316.99,38.0,25.5,
3192,20260721,173,5014,1114.67,23.5,22.9,0.0
3193,20250905,296,5071,562.92,37.6,29.3,3.0
3194,20260701,213,5050,132.88,53.1,27.9,1.0
3195,20260209,198,5093,315.41,47.0,24.2,0.0
3196,20260623,202,5087,1338.22,25.4,19.5,
3197,20251227,270,5037,1489.71,47.9,23.7,3.0
3198,20251127,108,5069,539.42,,20.6,
3199,20250829,222,5060,588.81,55.8,,0.0
3200,20260618,141,5055,121.5,44.2,32.7,2.0
3201,20250929,237,5074,614.94,28.8,28.6,0.0
3202,20251022,157,5093,1258.02,93.6,28.5,0.0
3203,20260106,135,5073,971.38,33.5,32.2,2.0
3204,20260306,292,5099,1096.99,59.9,29.8,
3205,20260707,201,5067,1303.52,92.4,29.5,0.0
3206,20260124,240,5034,404.73,11.7,23.9,0.0
3207,20251203,176,5021,1289.87,87.2,24.7,0.0
3208,20260428,263,5049,216.37,40.5,20.1,
3209,20260522,137,5060,130.36,86.7,27.0,0.0
3210,20260204,177,5096,625.39,85.7,34.0,1.0
3211,20260328,274,5031,1199.83,53.1,26.9,0.0
3212,20251013,287,5017,449.88,70.1,30.0,1.0
3213,20260330,266,5002,1250.13,60.4,32.3,2.0
3214,20250811,196,5036,59.15,20.0,26.9,3.0
3215,20251118,103,5088,1020.05,56.2,31.7,
3216,20260515,242,5036,382.22,15.7,20.0,0.0
3217,20251010,243,5011,860.39,,31.9,0.0
3218,20260516,137,5032,492.09,81.7,27.4,1.0
3219,20260205,132,5099,226.94,80.3,22.2,0.0
3220,20260516,111,5070,864.44,,26.1,
3221,20250911,102,5038,265.32,61.8,19.8,
3222,20260322,247,5044,1338.29,,32.7,0.0
3223,20260329,253,5074,154.02,41.3,19.9,3.0
3224,20260104,201,5051,1173.41,69.7,19.1,
3225,20260729,238,5005,303.05,91.6,20.8,
3226,20251228,241,5079,1008.59,75.3,22.5,0.0
3227,20250823,122,5036,787.64,66.2,20.7,1.0
3228,20251021,179,5047,465.89,41.0,29.9,1.0
3229,20251224,154,5035,628.98,84.7,26.5,1.0
3230,20250815,292,5085,877.82,13.8,34.9,
3231,20251205,290,5033,1094.14,72.6,33.1,0.0
3232,20260610,286,5084,1002.43,40.0,34.4,
3233,20251018,189,5099,,44.6,25.5,
3234,20260414,155,5078,505.05,37.3,19.3,2.0
3235,20260327,206,5002,451.43,52.2,29.4,1.0
3236,20251109,266,5016,740.41,61.6,21.5,0.0
3237,20260420,232,5040,574.22,82.5,19.3,2.0
3238,20251214,137,5073,414.57,19.1,30.6,
3239,20250926,142,5085,155.45,26.0,33.2,0.0
3240,20251228,148,5042,302.71,48.2,33.0,0.0
3241,20260313,157,5034,958.0,60.4,22.5,0.0
3242,20251010,258,5023,147.57,,27.7,0.0
3243,20260607,165,5057,175.39,11.6,33.7,0.0
3244,20251127,150,5060,1467.16,36.0,29.6,3.0
3245,20251124,130,5003,438.12,38.2,24.8,0.0
3246,20260503,147,5057,162.37,45.0,23.5,
3247,20260316,272,5002,,22.1,33.4,3.0
3248,20251211,246,5060,1026.18,84.3,23.4,0.0
3249,20260630,114,5005,528.43,,18.9,0.0
3250,20260809,293,5046,443.85,83.8,24.0,0.0
3251,20251213,241,5062,875.88,18.8,30.6,0.0
3252,20260705,219,5082,1022.26,94.8,,3.0
3253,20251219,266,5072,885.54,10.0,22.3,3.0
3254,20251017,241,5028,595.16,58.4,33.2,
3255,20260722,119,5053,1477.91,85.8,29.0,
3256,20260712,175,5008,906.86,40.3,31.5,2.0
3257,20260104,272,5075,703.75,55.1,33.9,0.0
3258,20251101,118,5011,770.14,49.5,24.9,0.0
3259,20260503,165,5036,1217.04,,33.4,3.0
3260,20250927,126,5079,137.29,77.8,25.8,0.0
3261,20260505,151,5071,1214.97,19.3,24.6,0.0
3262,20260313,286,5041,1226.25,39.6,21.5,0.0
3263,20251010,249,5009,76.33,88.9,32.9,1.0
3264,20251222,225,5057,294.65,,19.9,0.0
3265,20260405,185,5024,1465.77,19.9,29.4,1.0
3266,20250823,192,5034,1016.66,27.4,25.7,0.0
